Game Number,Move Number,Player,Move,Board,Comment
665,51,White,e7c6,". . . r . . . k
p . p . N p p p
q . . . . . . .
. . P . . . . .
. . . . Q . P .
. . . . B . . P
r . . . . P . .
. . R . . . K .",
665,52,Black,d8g8,". . . r . . . k
p . p . . p p p
q . N . . . . .
. . P . . . . .
. . . . Q . P .
. . . . B . . P
r . . . . P . .
. . R . . . K .",
665,53,White,e4d5,". . . . . . r k
p . p . . p p p
q . N . . . . .
. . P . . . . .
. . . . Q . P .
. . . . B . . P
r . . . . P . .
. . R . . . K .",
665,54,Black,a2a4,". . . . . . r k
p . p . . p p p
q . N . . . . .
. . P Q . . . .
. . . . . . P .
. . . . B . . P
r . . . . P . .
. . R . . . K .",
665,55,White,c6e5,". . . . . . r k
p . p . . p p p
q . N . . . . .
. . P Q . . . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .","Of course, the threat is a smothered mate with Nxf7#."
665,56,Black,h7h6,". . . . . . r k
p . p . . p p p
q . . . . . . .
. . P Q N . . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .",Janowski has to creat an escape hatch for the King.
665,57,White,d5f7,". . . . . . r k
p . p . . p p .
q . . . . . . p
. . P Q N . . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .",
665,58,Black,a6f6,". . . . . . r k
p . p . . Q p .
q . . . . . . p
. . P . N . . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .",
665,59,White,f7f6,". . . . . . r k
p . p . . Q p .
. . . . . q . p
. . P . N . . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .",
665,60,Black,g7f6,". . . . . . r k
p . p . . . p .
. . . . . Q . p
. . P . N . . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .",
665,61,White,e5f7,". . . . . . r k
p . p . . . . .
. . . . . p . p
. . P . N . . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .",
665,62,Black,h8h7,". . . . . . r k
p . p . . N . .
. . . . . p . p
. . P . . . . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .",
665,63,White,f7h6,". . . . . . r .
p . p . . N . k
. . . . . p . p
. . P . . . . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .",
665,64,Black,g8d8,". . . . . . r .
p . p . . . . k
. . . . . p . N
. . P . . . . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .",
665,65,White,h6f5,". . . r . . . .
p . p . . . . k
. . . . . p . N
. . P . . . . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .","In just a few moves, Marshall has managed to destroy the Black King's fortress."
665,66,Black,a7a5,". . . r . . . .
p . p . . . . k
. . . . . p . .
. . P . . N . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .",Janowski goes ahead and advances the pawn before c5-c6 forces it.
665,67,White,c5c6,". . . r . . . .
. . p . . . . k
. . . . . p . .
p . P . . N . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .",
665,68,Black,a4e4,". . . r . . . .
. . p . . . . k
. . P . . p . .
p . . . . N . .
r . . . . . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .",
665,69,White,c1c5,". . . r . . . .
. . p . . . . k
. . P . . p . .
p . . . . N . .
. . . . r . P .
. . . . B . . P
. . . . . P . .
. . R . . . K .",
665,70,Black,e4e5,". . . r . . . .
. . p . . . . k
. . P . . p . .
p . R . . N . .
. . . . r . P .
. . . . B . . P
. . . . . P . .
. . . . . . K .",Slickly preventing Rxa5.
665,71,White,c5c4,". . . r . . . .
. . p . . . . k
. . P . . p . .
p . R . r N . .
. . . . . . P .
. . . . B . . P
. . . . . P . .
. . . . . . K .",
665,72,Black,e5e6,". . . r . . . .
. . p . . . . k
. . P . . p . .
p . . . r N . .
. . R . . . P .
. . . . B . . P
. . . . . P . .
. . . . . . K .",
665,73,White,e3f4,". . . r . . . .
. . p . . . . k
. . P . r p . .
p . . . . N . .
. . R . . . P .
. . . . B . . P
. . . . . P . .
. . . . . . K .",
665,74,Black,d8c8,". . . r . . . .
. . p . . . . k
. . P . r p . .
p . . . . N . .
. . R . . B P .
. . . . . . . P
. . . . . P . .
. . . . . . K .",
665,75,White,c4d4,". . r . . . . .
. . p . . . . k
. . P . r p . .
p . . . . N . .
. . R . . B P .
. . . . . . . P
. . . . . P . .
. . . . . . K .",
665,76,Black,h7h8,". . r . . . . .
. . p . . . . k
. . P . r p . .
p . . . . N . .
. . . R . B P .
. . . . . . . P
. . . . . P . .
. . . . . . K .",
665,77,White,d4d7,". . r . . . . k
. . p . . . . .
. . P . r p . .
p . . . . N . .
. . . R . B P .
. . . . . . . P
. . . . . P . .
. . . . . . K .",See how much easier it is to set up an attack on a pawn by using a Bishop and Rook instead of a Bishop and Knight?
665,78,Black,a5a4,". . r . . . . k
. . p R . . . .
. . P . r p . .
p . . . . N . .
. . . . . B P .
. . . . . . . P
. . . . . P . .
. . . . . . K .",Janowski is dreaming if he thinks he'll be able to promote this pawn without a struggle.
665,79,White,f5e7,". . r . . . . k
. . p R . . . .
. . P . r p . .
. . . . . N . .
p . . . . B P .
. . . . . . . P
. . . . . P . .
. . . . . . K .",Marshall discovers an amazing threat!
665,80,Black,e6e7,". . r . . . . k
. . p R N . . .
. . P . r p . .
. . . . . . . .
p . . . . B P .
. . . . . . . P
. . . . . P . .
. . . . . . K .",Forced. The threat is 41.Ng6+ Kg8 42.Bh6 and 43.Rg7#.
665,81,White,d7e7,". . r . . . . k
. . p R r . . .
. . P . . p . .
. . . . . . . .
p . . . . B P .
. . . . . . . P
. . . . . P . .
. . . . . . K .",
665,82,Black,a4a3,". . r . . . . k
. . p . R . . .
. . P . . p . .
. . . . . . . .
p . . . . B P .
. . . . . . . P
. . . . . P . .
. . . . . . K .",
665,83,White,f4h6,". . r . . . . k
. . p . R . . .
. . P . . p . .
. . . . . . . .
. . . . . B P .
p . . . . . . P
. . . . . P . .
. . . . . . K .",
665,84,Black,a3a2,". . r . . . . k
. . p . R . . .
. . P . . p . B
. . . . . . . .
. . . . . . P .
p . . . . . . P
. . . . . P . .
. . . . . . K .",
665,85,White,h6g7,". . r . . . . k
. . p . R . . .
. . P . . p . B
. . . . . . . .
. . . . . . P .
. . . . . . . P
p . . . . P . .
. . . . . . K .",
665,86,Black,h8h7,". . r . . . . k
. . p . R . B .
. . P . . p . .
. . . . . . . .
. . . . . . P .
. . . . . . . P
p . . . . P . .
. . . . . . K .",
665,87,White,g7f6,". . r . . . . .
. . p . R . B k
. . P . . p . .
. . . . . . . .
. . . . . . P .
. . . . . . . P
p . . . . P . .
. . . . . . K .",
665,88,Black,h7g6,". . r . . . . .
. . p . R . . k
. . P . . B . .
. . . . . . . .
. . . . . . P .
. . . . . . . P
p . . . . P . .
. . . . . . K .",
665,89,White,f6c3,". . r . . . . .
. . p . R . . .
. . P . . B k .
. . . . . . . .
. . . . . . P .
. . . . . . . P
p . . . . P . .
. . . . . . K .",
665,90,Black,c8b8,". . r . . . . .
. . p . R . . .
. . P . . . k .
. . . . . . . .
. . . . . . P .
. . B . . . . P
p . . . . P . .
. . . . . . K .",
665,91,White,e7c7,". r . . . . . .
. . p . R . . .
. . P . . . k .
. . . . . . . .
. . . . . . P .
. . B . . . . P
p . . . . P . .
. . . . . . K .",
665,92,Black,b8b3,". r . . . . . .
. . R . . . . .
. . P . . . k .
. . . . . . . .
. . . . . . P .
. . B . . . . P
p . . . . P . .
. . . . . . K .",
665,93,White,c7g7,". . . . . . . .
. . R . . . . .
. . P . . . k .
. . . . . . . .
. . . . . . P .
. r B . . . . P
p . . . . P . .
. . . . . . K .",
665,94,Black,g6h6,". . . . . . . .
. . . . . . R .
. . P . . . k .
. . . . . . . .
. . . . . . P .
. r B . . . . P
p . . . . P . .
. . . . . . K .",
665,95,White,g4g5,". . . . . . . .
. . . . . . R .
. . P . . . . k
. . . . . . . .
. . . . . . P .
. r B . . . . P
p . . . . P . .
. . . . . . K .",
665,96,Black,h6h5,". . . . . . . .
. . . . . . R .
. . P . . . . k
. . . . . . P .
. . . . . . . .
. r B . . . . P
p . . . . P . .
. . . . . . K .",
665,97,White,c3f6,". . . . . . . .
. . . . . . R .
. . P . . . . .
. . . . . . P k
. . . . . . . .
. r B . . . . P
p . . . . P . .
. . . . . . K .",
665,98,Black,b3a3,". . . . . . . .
. . . . . . R .
. . P . . B . .
. . . . . . P k
. . . . . . . .
. r . . . . . P
p . . . . P . .
. . . . . . K .",
665,99,White,c6c7,". . . . . . . .
. . . . . . R .
. . P . . B . .
. . . . . . P k
. . . . . . . .
r . . . . . . P
p . . . . P . .
. . . . . . K .",
665,100,Black,a2a1q,". . . . . . . .
. . P . . . R .
. . . . . B . .
. . . . . . P k
. . . . . . . .
r . . . . . . P
p . . . . P . .
. . . . . . K .",Swapping the pawn for White's Bishop.
665,101,White,f6a1,". . . . . . . .
. . P . . . R .
. . . . . B . .
. . . . . . P k
. . . . . . . .
r . . . . . . P
. . . . . P . .
q . . . . . K .",
665,102,Black,a3a1,". . . . . . . .
. . P . . . R .
. . . . . . . .
. . . . . . P k
. . . . . . . .
r . . . . . . P
. . . . . P . .
B . . . . . K .",
665,103,White,g1g2,". . . . . . . .
. . P . . . R .
. . . . . . . .
. . . . . . P k
. . . . . . . .
. . . . . . . P
. . . . . P . .
r . . . . . K .",
665,104,Black,a1c1,". . . . . . . .
. . P . . . R .
. . . . . . . .
. . . . . . P k
. . . . . . . .
. . . . . . . P
. . . . . P K .
r . . . . . . .",Janowski's chances are exactly nil. He will be unable to stop all four White pawns.
665,105,White,f2f4,". . . . . . . .
. . P . . . R .
. . . . . . . .
. . . . . . P k
. . . . . . . .
. . . . . . . P
. . . . . P K .
. . r . . . . .",
665,106,Black,c1c3,". . . . . . . .
. . P . . . R .
. . . . . . . .
. . . . . . P k
. . . . . P . .
. . . . . . . P
. . . . . . K .
. . r . . . . .",
665,107,White,g2f2,". . . . . . . .
. . P . . . R .
. . . . . . . .
. . . . . . P k
. . . . . P . .
. . r . . . . P
. . . . . . K .
. . . . . . . .",Janowski resigns himself to the fact that he can't stop both the c- and f-pawns and hangs it up.
666,1,White,d2d4,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R","Bogoljubow (White) opens hostilities by advancing his d-pawn (which, as we without know, is a good move that claims a share of the center for White)."
666,2,Black,d7d5,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . P . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R",Janowski (Black) reciprocates with a mirror-image of White's move (which is without good for the same reasons).
666,3,White,g1f3,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . p . . . .
. . . P . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R","Bogo develops a Knight toward the center. The Knight exercises its influence without over d4 and e5 (and, in fact, may later be able to establish an outpost on without e5)."
666,4,Black,g8f6,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . p . . . .
. . . P . . . .
. . . . . N . .
P P P . P P P P
R N B Q K B . R","Janowski's Knight serves a similar purpose. It controls d5 and e4, and may without post itself on e4 at a later opportune moment."
666,5,White,c2c4,"r n b q k b . r
p p p . p p p p
. . . . . n . .
. . . p . . . .
. . . P . . . .
. . . . . N . .
P P P . P P P P
R N B Q K B . R","Bogo offers to sacrifice (or ""gambit"") a pawn in return for speedy without development. Now Black can either accept or refuse (""decline"") the gambit without pawn."
666,6,Black,d5c4,"r n b q k b . r
p p p . p p p p
. . . . . n . .
. . . p . . . .
. . P P . . . .
. . . . . N . .
P P . . P P P P
R N B Q K B . R","The Frenchman accepts White's gift (which is why this opening is called the without ""Queen's Gambit Accepted""). However, long years of master practice has without proved that it's hard for Black to hang on to the gambit pawn."
666,7,White,e2e3,"r n b q k b . r
p p p . p p p p
. . . . . n . .
. . . . . . . .
. . p P . . . .
. . . . . N . .
P P . . P P P P
R N B Q K B . R","And this is why. By advancing the e-pawn, White unleashes an attack on the without c4-pawn (from his light-squared Bishop). If Black tries to defend it with without ...b5, White just plays a2-a4 and attacks the defending pawn."
666,8,Black,e7e6,"r n b q k b . r
p p p . p p p p
. . . . . n . .
. . . . . . . .
. . p P . . . .
. . . . P N . .
P P . . . P P P
R N B Q K B . R",Janowski advances his e-pawn and releases his dark-squared Bishop from its without back-rank prison.
666,9,White,f1c4,"r n b q k b . r
p p p . . p p p
. . . . p n . .
. . . . . . . .
. . p P . . . .
. . . . P N . .
P P . . . P P P
R N B Q K B . R","Bogo snags the pawn, and the material is even again. But development is without uneven; White has developed two pieces and two pawns, while Black has just a without single piece and pawn off of their starting squares."
666,10,Black,c7c5,"r n b q k b . r
p p p . . p p p
. . . . p n . .
. . . . . . . .
. . B P . . . .
. . . . P N . .
P P . . . P P P
R N B Q K . . R","Janowski challenges the White center, offering to swap a flank pawn for a without more valuable center one. He can also now play ...Nc6 without trapping the without c-pawn behind the Knight."
666,11,White,b1c3,"r n b q k b . r
p p . . . p p p
. . . . p n . .
. . p . . . . .
. . B P . . . .
. . . . P N . .
P P . . . P P P
R N B Q K . . R","Bogo is unconcerned. If ...cxd4, then Nxc4 and White's developmental lead without increases to three pieces and a pawn versus a piece and a pawn for Black."
666,12,Black,b8c6,"r n b q k b . r
p p . . . p p p
. . . . p n . .
. . p . . . . .
. . B P . . . .
. . N . P N . .
P P . . . P P P
R . B Q K . . R","Janowski develops another piece and piles up on the d-pawn, attacking it for without a third time. But White has it covered three times, so there's no danger without yet."
666,13,White,e1g1,"r . b q k b . r
p p . . . p p p
. . n . p n . .
. . p . . . . .
. . B P . . . .
. . N . P N . .
P P . . . P P P
R . B Q K . . R",It's usually a good idea to get your King out of the center as soon as without possible.
666,14,Black,f8e7,"r . b q k b . r
p p . . . p p p
. . n . p n . .
. . p . . . . .
. . B P . . . .
. . N . P N . .
P P . . . P P P
R . B Q . R K .","Janowski thinks that early castling is a fine idea, so he moves his Bishop without out and clears the way for Kingside castling."
666,15,White,d1e2,"r . b q k . . r
p p . . b p p p
. . n . p n . .
. . p . . . . .
. . B P . . . .
. . N . P N . .
P P . . . P P P
R . B Q . R K .",Bogo (after some quick calculation) sees that he has time to shift his Queen without and bring his Rook to d1 before Black starts swapping on d4 (8...cxd4 9.Rd1 without and the Black d-pawn is pinned to the Black Queen!).
666,16,Black,e8g8,"r . b q k . . r
p p . . b p p p
. . n . p n . .
. . p . . . . .
. . B P . . . .
. . N . P N . .
P P . . Q P P P
R . B . . R K .","Janowski realizes the futility of starting an exchange on d4, so he insures without his King's safety instead."
666,17,White,f1d1,"r . b q . r k .
p p . . b p p p
. . n . p n . .
. . p . . . . .
. . B P . . . .
. . N . P N . .
P P . . Q P P P
R . B . . R K .","Putting the Rook onto the same file as the opponent's Queen often carries without hidden dangers for your opponent. Here, Bogo could play dxc5 at an opportune without moment and possibly win some material by uncovering an attack on the Queen."
666,18,Black,d8c7,"r . b q . r k .
p p . . b p p p
. . n . p n . .
. . p . . . . .
. . B P . . . .
. . N . P N . .
P P . . Q P P P
R . B R . . K .",Janowski takes no chances. He removes the Queen from the d-file before White without has a chance to cook up any surprises.
666,19,White,a2a3,"r . b . . r k .
p p q . b p p p
. . n . p n . .
. . p . . . . .
. . B P . . . .
. . N . P N . .
P P . . Q P P P
R . B R . . K .",This pawn advance takes b4 away from the Black Knight and prepares a possible without advance of the b-pawn to b4.
666,20,Black,a7a6,"r . b . . r k .
p p q . b p p p
. . n . p n . .
. . p . . . . .
. . B P . . . .
P . N . P N . .
. P . . Q P P P
R . B R . . K .","Likewise, Janowski denies b5 to the White Knight and supports the advance of without his own b-pawn."
666,21,White,d4c5,"r . b . . r k .
. p q . b p p p
p . n . p n . .
. . p . . . . .
. . B P . . . .
P . N . P N . .
. P . . Q P P P
R . B R . . K .",Bogo takes the initiative and captures Black's c-pawn.
666,22,Black,e7c5,"r . b . . r k .
. p q . b p p p
p . n . p n . .
. . P . . . . .
. . B . . . . .
P . N . P N . .
. P . . Q P P P
R . B R . . K .",Janowski must recapture with the Bishop to restore the material balance.
666,23,White,b2b4,"r . b . . r k .
. p q . . p p p
p . n . p n . .
. . b . . . . .
. . B . . . . .
P . N . P N . .
. P . . Q P P P
R . B R . . K .","Bogo hangs on to the initiative by making moves that force a reply from without Black. If your opponent is busy responding to your moves, he doesn't have without time to carry out his own plans."
666,24,Black,c5e7,"r . b . . r k .
. p q . . p p p
p . n . p n . .
. . b . . . . .
. P B . . . . .
P . N . P N . .
. . . . Q P P P
R . B R . . K .",The only choice for Black is to withdraw the Bishop.
666,25,White,c1b2,"r . b . . r k .
. p q . b p p p
p . n . p n . .
. . . . . . . .
. P B . . . . .
P . N . P N . .
. . . . Q P P P
R . B R . . K .","Not only does this move grab the long a1-h8 diagonal for White, it also without allows a Rook to occupy c1."
666,26,Black,c8d7,"r . b . . r k .
. p q . b p p p
p . n . p n . .
. . . . . . . .
. P B . . . . .
P . N . P N . .
. B . . Q P P P
R . . R . . K .","The light-squared Bishop is limited in mobility, but at least it's off the without back rank. Now Black's Rook are connected and his development is complete."
666,27,White,a1c1,"r . . . . r k .
. p q b b p p p
p . n . p n . .
. . . . . . . .
. P B . . . . .
P . N . P N . .
. B . . Q P P P
R . . R . . K .",Bogo once again posts a Rook on the same file as Black's Queen.
666,28,Black,a8c8,"r . . . . r k .
. p q b b p p p
p . n . p n . .
. . . . . . . .
. P B . . . . .
P . N . P N . .
. B . . Q P P P
. . R R . . K .","Janowski sets up a c-file battery, but that's really not his intention here. without He wants to guard c7 to prevent White's Rook from using it as a penetration without square (after the other pieces leave the file, of course)."
666,29,White,c4d3,". . r . . r k .
. p q b b p p p
p . n . p n . .
. . . . . . . .
. P B . . . . .
P . N . P N . .
. B . . Q P P P
. . R R . . K .",Bogo starts clearing the file to give his Rook more space.
666,30,Black,f8d8,". . r . . r k .
. p q b b p p p
p . n . p n . .
. . . . . . . .
. P . . . . . .
P . N B P N . .
. B . . Q P P P
. . R R . . K .","""Rooks belong on open files"". Now both players have their Rooks established without on the two open files. Since the Kings are trapped behind pawn walls, a without single misstep from either player could spell a quick mate!"
666,31,White,c3e4,". . r r . . k .
. p q b b p p p
p . n . p n . .
. . . . . . . .
. P . . . . . .
P . N B P N . .
. B . . Q P P P
. . R R . . K .",Bogo clears another minor piece out of his Rook's way. He feels that it's without better to advance the Knight to the board's center than to pull it back without toward the corner.
666,32,Black,f6e4,". . r r . . k .
. p q b b p p p
p . n . p n . .
. . . . . . . .
. P . . N . . .
P . . B P N . .
. B . . Q P P P
. . R R . . K .","Allowing 17.Nxf6 Bxf6 18.Bxf6 gxf6 would blow open a hole in the Black King's without fortress, so Janowski finds it preferrable to exchange Knights."
666,33,White,d3e4,". . r r . . k .
. p q b b p p p
p . n . p . . .
. . . . . . . .
. P . . n . . .
P . . B P N . .
. B . . Q P P P
. . R R . . K .",Now both White Rooks have a clear path along the open files. But Bogo has to without be cautious! A single careless move could be disastrous!
666,34,Black,d7e8,". . r r . . k .
. p q b b p p p
p . n . p . . .
. . . . . . . .
. P . . B . . .
P . . . P N . .
. B . . Q P P P
. . R R . . K .",The Bishop steps back to let the heavy artillery command the file. The without opposing Rooks stare each other down along the d-file.
666,35,White,f3d4,". . r r b . k .
. p q . b p p p
p . n . p . . .
. . . . . . . .
. P . . B . . .
P . . . P N . .
. B . . Q P P P
. . R R . . K .",The Knight blocks the file. Now there is a possibility of another exchange of without Knights.
666,36,Black,c7b6,". . r r b . k .
. p q . b p p p
p . n . p . . .
. . . . . . . .
. P . N B . . .
P . . . P . . .
. B . . Q P P P
. . R R . . K .","Janowski wasn't crazy about the Rook's pin on his c6-Knight, or about the without latent danger to his Queen. The Queen slips over to the b-file, out of without harm's way."
666,37,White,e2f3,". . r r b . k .
. p . . b p p p
p q n . p . . .
. . . . . . . .
. P . N B . . .
P . . . P . . .
. B . . Q P P P
. . R R . . K .",Bogo piles up on the c6-Knight...
666,38,Black,c6e5,". . r r b . k .
. p . . b p p p
p q n . p . . .
. . . . . . . .
. P . N B . . .
P . . . P Q . .
. B . . . P P P
. . R R . . K .",...which promptly counterattacks the White Queen!
666,39,White,e4h7,". . r r b . k .
. p . . b p p p
p q . . p . . .
. . . . n . . .
. P . N B . . .
P . . . P Q . .
. B . . . P P P
. . R R . . K .",Amazing! Bogo sacrifices his Bishop for the h7-pawn and checks (which is without actually a not-uncommon maneuver! There are frequent opportunities to without sacrifice a piece to blow open a castled King's position!).
666,40,Black,g8h7,". . r r b . k .
. p . . b p p B
p q . . p . . .
. . . . n . . .
. P . N . . . .
P . . . P Q . .
. B . . . P P P
. . R R . . K .",There is no time for ...Nxf3 (due to the check). Janowski's King recaptures without (otherwise he loses a pawn with no return).
666,41,White,f3h5,". . r r b . . .
. p . . b p p k
p q . . p . . .
. . . . n . . .
. P . N . . . .
P . . . P Q . .
. B . . . P P P
. . R R . . K .",Bogo's Queen leaves the hotseat on f3 and checks Black's King. Will his without Bishop sacrifice pay off?
666,42,Black,h7g8,". . r r b . . .
. p . . b p p k
p q . . p . . .
. . . . n . . Q
. P . N . . . .
P . . . P . . .
. B . . . P P P
. . R R . . K .",This move is forced. It's the only legal move that stops the check.
666,43,White,h5e5,". . r r b . k .
. p . . b p p .
p q . . p . . .
. . . . n . . Q
. P . N . . . .
P . . . P . . .
. B . . . P P P
. . R R . . K .",And Bogo grabs the Knight (and gets vengeance for the dead Bishop). The net without result is that White has won a pawn.
666,44,Black,e7f6,". . r r b . k .
. p . . b p p .
p q . . p . . .
. . . . Q . . .
. P . N . . . .
P . . . P . . .
. B . . . P P P
. . R R . . K .","Janowski is not just attacking the White Queen, he's preventing a really ugly without combination! White threatened 23.Nxe6 fxe6 24.Qxg7 mate!"
666,45,White,e5h5,". . r r b . k .
. p . . . p p .
p q . . p b . .
. . . . Q . . .
. P . N . . . .
P . . . P . . .
. B . . . P P P
. . R R . . K .","Bogo must save his Queen, but he really doesn't want to give up control of without his fifth rank. On h5, the Queen stays on the rank, plus can quickly retreat without along the d1-h5 diagonal if the need arises."
666,46,Black,e8a4,". . r r b . k .
. p . . . p p .
p q . . p b . .
. . . . . . . Q
. P . N . . . .
P . . . P . . .
. B . . . P P P
. . R R . . K .",Janowski keeps a firm grip on the initiative. He sets forth to disrupt without White's position.
666,47,White,d1e1,". . r r . . k .
. p . . . p p .
p q . . p b . .
. . . . . . . Q
b P . N . . . .
P . . . P . . .
. B . . . P P P
. . R R . . K .",The Rook is forced to abandon the d-file.
666,48,Black,b6d6,". . r r . . k .
. p . . . p p .
p q . . p b . .
. . . . . . . Q
b P . N . . . .
P . . . P . . .
. B . . . P P P
. . R . R . K .",The Queen and Rook form a battery on the d-file. Janowski intends to invade without the White position using d2 as a penetration point.
666,49,White,h2h3,". . r r . . k .
. p . . . p p .
p . . q p b . .
. . . . . . . Q
b P . N . . . .
P . . . P . . .
. B . . . P P P
. . R . R . K .","Bogo sees that there's a lot of Black pieces bearing down on his first and without second ranks, so he prepares an ""escape hatch"" for his King (which is without presently unusable because of the Black Queen's influence)."
666,50,Black,a4c2,". . r r . . k .
. p . . . p p .
p . . q p b . .
. . . . . . . Q
b P . N . . . .
P . . . P . . P
. B . . . P P .
. . R . R . K .",The light-squared Bishop drives in (under the c8-Rook's protection) to cramp without White's game. Now both b1 and d1 are off-limits to the White Rooks.
666,51,White,h5f3,". . r r . . k .
. p . . . p p .
p . . q p b . .
. . . . . . . Q
. P . N . . . .
P . . . P . . P
. B b . . P P .
. . R . R . K .",The b7-pawn is now under attack. Why not 26.Nxc2? See the variation.
666,52,Black,b7b5,". . r r . . k .
. p . . . p p .
p . . q p b . .
. . . . . . . .
. P . N . . . .
P . . . P Q . P
. B b . . P P .
. . R . R . K .",Remember that you don't always have to guard a pawn to defend it. Sometimes without the best way to defend an attacked pawn is to advance it to a new square.
666,53,White,f3e2,". . r r . . k .
. . . . . p p .
p . . q p b . .
. p . . . . . .
. P . N . . . .
P . . . P Q . P
. B b . . P P .
. . R . R . K .","Bogo attacks the annoying Black Bishop on c2. The Bishop is now threatened by without Knight, Rook, and Queen."
666,54,Black,c2a4,". . r r . . k .
. . . . . p p .
p . . q p b . .
. p . . . . . .
. P . N . . . .
P . . . P . . P
. B b . Q P P .
. . R . R . K .","While it's true that the Bishop is cornered on this square, it still bears without down on d1 and takes the a4-d1 diagonal away from White."
666,55,White,e2f3,". . r r . . k .
. . . . . p p .
p . . q p b . .
. p . . . . . .
b P . N . . . .
P . . . P . . P
. B . . Q P P .
. . R . R . K .",The White Queen resumes its post on the long a8-h1 diagonal.
666,56,Black,c8c4,". . r r . . k .
. . . . . p p .
p . . q p b . .
. p . . . . . .
b P . N . . . .
P . . . P Q . P
. B . . . P P .
. . R . R . K .","The Rook advances to c4, where it's guarded by the b-pawn. The White Knight without is now attacked four times, plus Janowski has the option of forming a Rook without battery on the c-file."
666,57,White,b2a1,". . . r . . k .
. . . . . p p .
p . . q p b . .
. p . . . . . .
b P r N . . . .
P . . . P Q . P
. B . . . P P .
. . R . R . K .","Bogo could have exchanged Rooks on c4, but that would have given Black a without passed pawn. He decides instead to drop his Bishop back to a square where without the two Rooks protect it."
666,58,Black,d8c8,". . . r . . k .
. . . . . p p .
p . . q p b . .
. p . . . . . .
b P r N . . . .
P . . . P Q . P
. . . . . P P .
B . R . R . K .","Janowski doubles his Rooks on the file, forming a powerful Rook battery."
666,59,White,c1b1,". . r . . . k .
. . . . . p p .
p . . q p b . .
. p . . . . . .
b P r N . . . .
P . . . P Q . P
. . . . . P P .
B . R . R . K .","Bogo has three choices: 1) 30.Rxc4 Rxc4 and Black controls the c-file; 2) without 30.Bb2 and though the Bishop guards c1, the Bishop itself is undefended; 3) without abandon the file. He opts for 3."
666,60,Black,e6e5,". . r . . . k .
. . . . . p p .
p . . q p b . .
. p . . . . . .
b P r N . . . .
P . . . P Q . P
. . . . . P P .
B R . . R . K .",The Black pawn steps forward and attacks the Knight...
666,61,White,d4e2,". . r . . . k .
. . . . . p p .
p . . q . b . .
. p . . p . . .
b P r N . . . .
P . . . P Q . P
. . . . . P P .
B R . . R . K .",...driving it from its post...
666,62,Black,a4c2,". . r . . . k .
. . . . . p p .
p . . q . b . .
. p . . p . . .
b P r . . . . .
P . . . P Q . P
. . . . N P P .
B R . . R . K .",...which leaves c2 undefended and able to be occupied by the Black Bishop.
666,63,White,b1c1,". . r . . . k .
. . . . . p p .
p . . q . b . .
. p . . p . . .
. P r . . . . .
P . . . P Q . P
. . b . N P P .
B R . . R . K .",Bogo's Rook can now reoccupy c1 because the Black Bishop shields c1 from the without Black Rooks and the White Knight helps guard c1 (which is why the Knight without retreated to e2 instead of attacking the Black Queen from f5).
666,64,Black,c2e4,". . r . . . k .
. . . . . p p .
p . . q . b . .
. p . . p . . .
. P r . . . . .
P . . . P Q . P
. . b . N P P .
B . R . R . K .","Defended by the c4-Rook, the Bishop moves to e4 to attack White's Queen."
666,65,White,f3g4,". . r . . . k .
. . . . . p p .
p . . q . b . .
. p . . p . . .
. P r . b . . .
P . . . P Q . P
. . . . N P P .
B . R . R . K .",Bogo must move the Queen to save it...
666,66,Black,e4b7,". . r . . . k .
. . . . . p p .
p . . q . b . .
. p . . p . . .
. P r . b . Q .
P . . . P . . P
. . . . N P P .
B . R . R . K .",...and the Bishop pulls back along the long diagonal and uncovers an attack without on the White Queen by the c4-Rook! (Notice how through a series of threats without the Bishop has improved its position from being cornered on a4).
